index,node_i,node_j,voltage,circuits,dc,x,r,capacity
LTGES1327a,ES00145,ES00686,220,4,f,0.52073,0.10379999999999999,1966.2240767521894
LTGES1327b,ES00145,ES00686,220,4,f,0.52073,0.10379999999999999,1966.2240767521894
LTGES1327c,ES00145,ES00686,220,4,f,0.52073,0.10379999999999999,1966.2240767521894
LTGES1327d,ES00145,ES00686,220,4,f,0.52073,0.10379999999999999,1966.2240767521894
LTGES1328,ES01160,ES00152,220,1,f,1.33042,0.2652,491.55601918804734
LTGES1329a,ES00152,ES00134,220,2,f,2.0467999999999997,0.408,983.1120383760947
LTGES1329b,ES00152,ES00134,220,2,f,2.0467999999999997,0.408,983.1120383760947
LTGES1330,ES00776,ES00936,220,1,f,2.40198,0.4788,491.55601918804734
LTGES1331,ES00936,ES00937,220,1,f,1.9264000000000001,0.384,491.55601918804734
LTGES1332a,ES00504,ES00935,220,3,f,0.6742400000000001,0.13440000000000002,1474.6680575641421
LTGES1332b,ES00504,ES00935,220,3,f,0.6742400000000001,0.13440000000000002,1474.6680575641421
LTGES1332c,ES00504,ES00935,220,3,f,0.6742400000000001,0.13440000000000002,1474.6680575641421
LTGES1333,ES00043,ES00037,400,1,f,10.89042,1.3281,1787.4764334110814
LTGES1334a,ES01243,ES01206,220,2,f,6.134379999999999,1.2227999999999999,983.1120383760947
LTGES1334b,ES01243,ES01206,220,2,f,6.134379999999999,1.2227999999999999,983.1120383760947
LTGES1335a,ES00523,ES01128,220,2,f,0.06321,0.012599999999999998,983.1120383760947
LTGES1335b,ES00523,ES01128,220,2,f,0.06321,0.012599999999999998,983.1120383760947
LTGES1336,ES01214,ES00522,220,1,f,5.26148,1.0488,491.55601918804734
LTGES1337,ES01161,ES00653,400,1,f,6.8978399999999995,0.8412,1787.4764334110814
LTGES1338a,ES01088,ES00617,220,2,f,0.00903,0.0018,983.1120383760947
LTGES1338b,ES01088,ES00617,220,2,f,0.00903,0.0018,983.1120383760947
LTGES1339a,ES00324,ES01146,400,2,f,0.16482,0.0201,3574.952866822163
LTGES1339b,ES00324,ES01146,400,2,f,0.16482,0.0201,3574.952866822163
LTGES1340,ES01135,ES01085,220,1,f,0.55986,0.1116,491.55601918804734
LTGES1341,ES00646,ES01154,220,1,f,0.52976,0.1056,491.55601918804734
LTGES1342,ES01217,ES00530,220,1,f,4.43674,0.8844,491.55601918804734
LTGES1343,ES01063,ES00405,220,1,f,1.47791,0.2946,491.55601918804734
LTGES1344,ES01219,ES00663,220,1,f,2.54044,0.5064,491.55601918804734
LTGES1345a,ES00463,ES00672,220,2,f,3.87989,0.7734,983.1120383760947
LTGES1345b,ES00463,ES00672,220,2,f,3.87989,0.7734,983.1120383760947
LTGES1346a,ES01215,ES01216,220,2,f,0.01204,0.0024,983.1120383760947
LTGES1346b,ES01215,ES01216,220,2,f,0.01204,0.0024,983.1120383760947
LTGES1347,ES00864,ES00862,220,1,f,1.65249,0.3294,491.55601918804734
LTGES1348,ES01090,ES00620,220,1,f,0.00903,0.0018,491.55601918804734
LTGES1349,ES01220,ES00671,220,1,f,6.420329999999999,1.2797999999999998,491.55601918804734
LTGES1350,ES01221,ES00493,220,1,f,7.10661,1.4165999999999999,491.55601918804734
LTGES1351,ES01064,ES01222,220,1,f,0.03913,0.0078,491.55601918804734
LTGES1352,ES00159,ES01223,400,1,f,8.329559999999999,1.0158,1787.4764334110814
LTGES1353,ES00673,ES00409,400,1,f,6.4083,0.7815,1787.4764334110814
LTGES1355,ES01225,ES00331,400,1,f,3.31608,0.4044,1787.4764334110814
LTGES1356,ES01226,ES00331,400,1,f,1.45386,0.17729999999999999,1787.4764334110814
LTGES1357,ES01080,ES01240,220,1,f,0.52374,0.10439999999999999,491.55601918804734
LTGES1358a,ES00110,ES00176,400,2,f,7.8105,0.9525,3574.952866822163
LTGES1358b,ES00110,ES00176,400,2,f,7.8105,0.9525,3574.952866822163
LTGES1359a,ES00109,ES00175,220,2,f,9.55675,1.905,983.1120383760947
LTGES1359b,ES00109,ES00175,220,2,f,9.55675,1.905,983.1120383760947
LTGES1360a,ES00674,ES00057,220,2,f,16.51888,3.2928,983.1120383760947
LTGES1360b,ES00674,ES00057,220,2,f,16.51888,3.2928,983.1120383760947
LTGES1361a,ES00656,ES00877,220,2,f,0.96019,0.1914,983.1120383760947
LTGES1361b,ES00656,ES00877,220,2,f,0.96019,0.1914,983.1120383760947
LTGES1362a,ES00126,ES00547,400,2,f,2.2632,0.27599999999999997,3574.952866822163
LTGES1362b,ES00126,ES00547,400,2,f,2.2632,0.27599999999999997,3574.952866822163
LTGES1363a,ES00071,ES00432,400,2,f,13.39224,1.6331999999999998,3574.952866822163
LTGES1363b,ES00071,ES00432,400,2,f,13.39224,1.6331999999999998,3574.952866822163
LTGES1364a,ES01228,ES01137,220,2,f,0.82775,0.16499999999999998,983.1120383760947
LTGES1364b,ES01228,ES01137,220,2,f,0.82775,0.16499999999999998,983.1120383760947
LTGES1367,ES00675,ES00676,220,1,f,1.3815899999999999,0.2754,491.55601918804734
LTGES1368,ES01229,ES00676,220,1,f,0.01806,0.0036,491.55601918804734
LTGES1369,ES01231,ES00675,220,1,f,1.54112,0.3072,491.55601918804734
LTGES1370,ES00675,ES00677,220,1,f,1.59831,0.31859999999999994,491.55601918804734
LTGES1371,ES00655,ES00656,220,1,f,0.60802,0.1212,491.55601918804734
LTGES1372a,ES00664,ES00088,220,2,f,5.2073,1.038,983.1120383760947
LTGES1372b,ES00664,ES00088,220,2,f,5.2073,1.038,983.1120383760947
LTGES1373a,ES00703,ES00087,220,2,f,1.2371100000000002,0.2466,983.1120383760947
LTGES1373b,ES00703,ES00087,220,2,f,1.2371100000000002,0.2466,983.1120383760947
LTGES1374,ES00425,ES00096,220,1,f,1.9474699999999998,0.3882,491.55601918804734
LTGES1375,ES01233,ES00607,220,1,f,0.77658,0.1548,491.55601918804734
LTGES1376,ES00915,ES00480,400,1,f,1.9975199999999997,0.24359999999999996,1787.4764334110814
LTGES1377,ES00672,ES00640,220,1,f,1.5712199999999998,0.3132,491.55601918804734
LTGES1378,ES00480,ES00481,400,1,f,8.445179999999999,1.0298999999999998,1787.4764334110814
LTGES1379,ES00131,ES00327,220,1,f,9.16846,1.8276,491.55601918804734
LTGES1380a,ES00777,ES00277,400,2,f,0.33702000000000004,0.041100000000000005,3574.952866822163
LTGES1380b,ES00777,ES00277,400,2,f,0.33702000000000004,0.041100000000000005,3574.952866822163
LTGES1381a,ES00709,ES00105,220,2,f,0.99029,0.1974,983.1120383760947
LTGES1381b,ES00709,ES00105,220,2,f,0.99029,0.1974,983.1120383760947
LTGES1382a,ES00619,ES01169,220,2,f,1.26721,0.2526,983.1120383760947
LTGES1382b,ES00619,ES01169,220,2,f,1.26721,0.2526,983.1120383760947
LTGES1383,ES00598,ES01043,220,1,f,0.015050000000000001,0.003,491.55601918804734
LTGES1384,ES00158,ES00168,220,1,f,1.24915,0.249,491.55601918804734
LTGES1385a,ES00628,ES00412,220,2,f,2.08593,0.41579999999999995,983.1120383760947
LTGES1385b,ES00628,ES00412,220,2,f,2.08593,0.41579999999999995,983.1120383760947
LTGES1386a,ES00628,ES00417,220,2,f,0.5418,0.108,983.1120383760947
LTGES1386b,ES00628,ES00417,220,2,f,0.5418,0.108,983.1120383760947
LTGES1387,ES00628,ES01236,220,1,f,3.83474,0.7644,491.55601918804734
LTGES1388a,ES01199,ES00667,220,2,f,0.27692,0.0552,983.1120383760947
LTGES1388b,ES01199,ES00667,220,2,f,0.27692,0.0552,983.1120383760947
LTGES1389,ES01237,ES00414,220,1,f,3.90096,0.7776000000000001,491.55601918804734
LTGES1390,ES00414,ES00667,220,1,f,3.36217,0.6702,491.55601918804734
LTGES1391a,ES00415,ES00386,400,2,f,10.28772,1.2546,3574.952866822163
LTGES1391b,ES00415,ES00386,400,2,f,10.28772,1.2546,3574.952866822163
LTGES1392a,ES01161,ES00240,400,4,f,8.34432,1.0176,7149.905733644326
LTGES1392b,ES01161,ES00240,400,4,f,8.34432,1.0176,7149.905733644326
LTGES1392c,ES01161,ES00240,400,4,f,8.34432,1.0176,7149.905733644326
LTGES1392d,ES01161,ES00240,400,4,f,8.34432,1.0176,7149.905733644326
LTGES1393,ES00858,ES00385,220,1,f,1.8962999999999999,0.378,491.55601918804734
LTGES1394,ES00063,ES01238,220,1,f,1.22206,0.24359999999999996,491.55601918804734
LTGES1396,ES00278,ES01244,220,1,f,2.34178,0.4668,491.55601918804734
LTGES1397,ES00304,ES01102,220,1,f,2.70298,0.5388000000000001,491.55601918804734
LTGES1398,ES01230,ES00677,220,1,f,0.41237,0.08220000000000001,491.55601918804734
LTGES1399,ES01245,ES00132,220,1,f,2.23944,0.4464,491.55601918804734
LTGES1400a,ES00715,ES00132,220,2,f,0.015050000000000001,0.003,983.1120383760947
LTGES1400b,ES00715,ES00132,220,2,f,0.015050000000000001,0.003,983.1120383760947
LTGES1401,ES01247,ES00674,220,1,f,0.7795899999999999,0.15539999999999998,491.55601918804734
LTGES1402,ES00674,ES01248,220,1,f,4.04845,0.8069999999999999,491.55601918804734
LTGES1403,ES00678,ES00650,220,1,f,1.75182,0.3492,491.55601918804734
LTGES1404,ES00678,ES01249,220,1,f,1.85115,0.369,491.55601918804734
LTGES1405,ES01250,ES00674,220,1,f,1.03243,0.2058,491.55601918804734
LTGES1406,ES01252,ES01251,220,1,f,1.94145,0.387,491.55601918804734
LTGES1407,ES00657,ES00679,220,1,f,0.6622,0.132,491.55601918804734
LTGES1408,ES00679,ES00680,220,1,f,0.88193,0.1758,491.55601918804734
LTGES1409,ES00680,ES01073,220,1,f,0.39431,0.0786,491.55601918804734
LTGES1410a,ES01254,ES00022,220,2,f,1.05952,0.2112,983.1120383760947
LTGES1410b,ES01254,ES00022,220,2,f,1.05952,0.2112,983.1120383760947
LTGES1411a,ES00069,ES00406,400,2,f,7.886760000000001,0.9618,3574.952866822163
LTGES1411b,ES00069,ES00406,400,2,f,7.886760000000001,0.9618,3574.952866822163
LTGES1412a,ES00673,ES00406,400,2,f,0.7355400000000001,0.0897,3574.952866822163
LTGES1412b,ES00673,ES00406,400,2,f,0.7355400000000001,0.0897,3574.952866822163
LTGES1413a,ES00940,ES00509,400,2,f,0.8216399999999999,0.1002,3574.952866822163
LTGES1413b,ES00940,ES00509,400,2,f,0.8216399999999999,0.1002,3574.952866822163
LTGES1414,ES01256,ES00485,220,1,f,1.70667,0.3402,491.55601918804734
LTGES1415,ES00485,ES01213,220,1,f,1.79697,0.35819999999999996,491.55601918804734
LTGES1416,ES00485,ES00567,220,1,f,1.25517,0.2502,491.55601918804734
LTGES1417,ES01103,ES01254,220,1,f,0.72541,0.1446,491.55601918804734
LTGES1418,ES00312,ES00202,220,1,f,0.7826,0.156,491.55601918804734
LTGES1419,ES00155,ES00059,220,1,f,1.31236,0.2616,491.55601918804734
LTGES1420,ES00429,ES01257,220,1,f,3.25682,0.6492,491.55601918804734
LTGES1421a,ES01168,ES00879,400,2,f,3.3209999999999997,0.40499999999999997,3574.952866822163
LTGES1421b,ES01168,ES00879,400,2,f,3.3209999999999997,0.40499999999999997,3574.952866822163
LTGES1422a,ES00450,ES01258,400,2,f,4.92,0.6,3574.952866822163
LTGES1422b,ES00450,ES01258,400,2,f,4.92,0.6,3574.952866822163
LTGES1423a,ES01258,ES01094,400,2,f,4.6739999999999995,0.57,3574.952866822163
LTGES1423b,ES01258,ES01094,400,2,f,4.6739999999999995,0.57,3574.952866822163
LTGES1424,ES00757,ES00759,220,1,f,6.11632,1.2192,491.55601918804734
LTGES1425,ES00757,ES00234,220,1,f,5.7491,1.1460000000000001,491.55601918804734
LTGES1426a,ES00681,ES00117,220,2,f,1.204,0.24,983.1120383760947
LTGES1426b,ES00681,ES00117,220,2,f,1.204,0.24,983.1120383760947
LTGES1427,ES01193,ES00494,220,1,f,3.01,0.6,491.55601918804734
LTGES1428,ES01181,ES00646,220,1,f,1.03845,0.207,491.55601918804734
LTGES1429,ES01251,ES00410,220,1,f,1.505,0.3,491.55601918804734
LTGES1430,ES01046,ES00108,220,1,f,5.418,1.08,491.55601918804734
LTGES1431,ES01188,ES00061,400,1,f,3.6039,0.4395,1787.4764334110814
LTGES1432,ES01222,ES01018,220,1,f,4.816,0.96,491.55601918804734
LTGES1433,ES01229,ES00025,220,1,f,0.5418,0.108,491.55601918804734
LTGES1434,ES01187,ES00001,220,1,f,0.7525,0.15,491.55601918804734
LTGES1435,ES01187,ES00001,220,1,f,0.7525,0.15,491.55601918804734
LTGES1436,ES01234,ES00488,220,1,f,4.515,0.8999999999999999,491.55601918804734
LTGES1437,ES01186,ES01234,220,1,f,1.204,0.24,491.55601918804734
LTGES1438,ES00738,ES00201,220,1,f,1.5652,0.312,491.55601918804734
LTGES1439a,ES01206,ES01207,220,2,f,1.204,0.24,983.1120383760947
LTGES1439b,ES01206,ES01207,220,2,f,1.204,0.24,983.1120383760947
LTGES1440,ES01252,ES00680,220,1,f,7.5249999999999995,1.5,491.55601918804734
LTGES1441,ES01215,ES00170,220,1,f,4.515,0.8999999999999999,491.55601918804734
LTGES1442,ES00217,ES01215,220,1,f,2.709,0.54,491.55601918804734
LTGES1443a,ES01259,ES00644,400,2,f,12.3,1.5,3574.952866822163
LTGES1443b,ES01259,ES00644,400,2,f,12.3,1.5,3574.952866822163
LTGES1444,ES01064,ES00719,220,1,f,1.204,0.24,491.55601918804734
LTGES1445a,ES00286,ES00683,220,2,f,1.204,0.24,983.1120383760947
LTGES1445b,ES00286,ES00683,220,2,f,1.204,0.24,983.1120383760947
LTGES1446a,ES01259,ES00397,400,2,f,28.044,3.42,3574.952866822163
LTGES1446b,ES01259,ES00397,400,2,f,28.044,3.42,3574.952866822163
LTGES1447,ES01097,ES01032,220,1,f,1.204,0.24,491.55601918804734
LTGES1448,ES01088,ES00654,220,1,f,6.02,1.2,491.55601918804734
LTGES1449,ES00637,ES00569,220,1,f,6.02,1.2,491.55601918804734
LTGES1450,ES01122,ES00299,220,1,f,7.5249999999999995,1.5,491.55601918804734
