index,node_i,node_j,voltage,circuits,dc,x,r,capacity
LTGES0001a,ES00001,ES00002,220,2,f,1.63744,0.3264,983.1120383760947
LTGES0001b,ES00001,ES00002,220,2,f,1.63744,0.3264,983.1120383760947
LTGES0002a,ES00738,ES01104,220,2,f,0.81872,0.1632,983.1120383760947
LTGES0002b,ES00738,ES01104,220,2,f,0.81872,0.1632,983.1120383760947
LTGES0003a,ES00003,ES00005,220,2,f,1.3966399999999999,0.2784,983.1120383760947
LTGES0003b,ES00003,ES00005,220,2,f,1.3966399999999999,0.2784,983.1120383760947
LTGES0004a,ES00007,ES00009,400,2,f,17.58654,2.1447,3574.952866822163
LTGES0004b,ES00007,ES00009,400,2,f,17.58654,2.1447,3574.952866822163
LTGES0005,ES00010,ES00870,400,1,f,0.09102,0.011099999999999999,1787.4764334110814
LTGES0006,ES00015,ES00687,220,1,f,0.602,0.12,491.55601918804734
LTGES0007,ES00687,ES00016,220,1,f,1.78493,0.35579999999999995,491.55601918804734
LTGES0008,ES00016,ES00931,220,1,f,7.6754999999999995,1.53,491.55601918804734
LTGES0009a,ES00014,ES00017,400,2,f,52.20858,6.366899999999999,3574.952866822163
LTGES0009b,ES00014,ES00017,400,2,f,52.20858,6.366899999999999,3574.952866822163
LTGES0010a,ES00019,ES00021,400,2,f,3.4759800000000003,0.4239,3574.952866822163
LTGES0010b,ES00019,ES00021,400,2,f,3.4759800000000003,0.4239,3574.952866822163
LTGES0011a,ES00018,ES01080,220,2,f,3.53675,0.705,983.1120383760947
LTGES0011b,ES00018,ES01080,220,2,f,3.53675,0.705,983.1120383760947
LTGES0012a,ES01080,ES00022,220,2,f,0.8427999999999999,0.16799999999999998,983.1120383760947
LTGES0012b,ES01080,ES00022,220,2,f,0.8427999999999999,0.16799999999999998,983.1120383760947
LTGES0013a,ES00018,ES01103,220,2,f,1.77891,0.35459999999999997,983.1120383760947
LTGES0013b,ES00018,ES01103,220,2,f,1.77891,0.35459999999999997,983.1120383760947
LTGES0014,ES00023,ES00015,220,1,f,4.770849999999999,0.951,491.55601918804734
LTGES0015a,ES00013,ES00024,220,2,f,6.032039999999999,1.2024,983.1120383760947
LTGES0015b,ES00013,ES00024,220,2,f,6.032039999999999,1.2024,983.1120383760947
LTGES0016a,ES00299,ES00024,220,2,f,1.3605199999999997,0.27119999999999994,983.1120383760947
LTGES0016b,ES00299,ES00024,220,2,f,1.3605199999999997,0.27119999999999994,983.1120383760947
LTGES0017,ES00025,ES00026,220,1,f,12.39819,2.4713999999999996,491.55601918804734
LTGES0018,ES00026,ES00713,220,1,f,23.05961,4.5966,491.55601918804734
LTGES0019a,ES00029,ES00031,400,2,f,0.75768,0.0924,3574.952866822163
LTGES0019b,ES00029,ES00031,400,2,f,0.75768,0.0924,3574.952866822163
LTGES0020a,ES00033,ES00029,400,2,f,0.63468,0.0774,3574.952866822163
LTGES0020b,ES00033,ES00029,400,2,f,0.63468,0.0774,3574.952866822163
LTGES0021a,ES00035,ES00036,400,2,f,55.93548,6.8214,3574.952866822163
LTGES0021b,ES00035,ES00036,400,2,f,55.93548,6.8214,3574.952866822163
LTGES0022,ES00037,ES00039,400,1,f,15.44634,1.8837,1787.4764334110814
LTGES0023,ES00041,ES00043,400,1,f,16.531200000000002,2.016,1787.4764334110814
LTGES0024,ES00044,ES00027,220,1,f,22.47567,4.4802,491.55601918804734
LTGES0025,ES00039,ES00046,400,1,f,15.07488,1.8384,1787.4764334110814
LTGES0026a,ES00047,ES00048,220,2,f,4.03942,0.8051999999999999,983.1120383760947
LTGES0026b,ES00047,ES00048,220,2,f,4.03942,0.8051999999999999,983.1120383760947
LTGES0027a,ES00050,ES00926,400,2,f,14.57796,1.7777999999999998,3574.952866822163
LTGES0027b,ES00050,ES00926,400,2,f,14.57796,1.7777999999999998,3574.952866822163
LTGES0028a,ES00003,ES00051,220,2,f,1.95349,0.3894,983.1120383760947
LTGES0028b,ES00003,ES00051,220,2,f,1.95349,0.3894,983.1120383760947
LTGES0029a,ES00051,ES00052,220,2,f,1.35751,0.27059999999999995,983.1120383760947
LTGES0029b,ES00051,ES00052,220,2,f,1.35751,0.27059999999999995,983.1120383760947
LTGES0030,ES00054,ES00056,220,1,f,30.85852,6.151199999999999,491.55601918804734
LTGES0031,ES00059,ES00054,220,1,f,47.470710000000004,9.4626,491.55601918804734
LTGES0032,ES00696,ES00060,220,1,f,0.82173,0.1638,491.55601918804734
LTGES0033a,ES00062,ES00055,400,2,f,34.25304,4.1772,3574.952866822163
LTGES0033b,ES00062,ES00055,400,2,f,34.25304,4.1772,3574.952866822163
LTGES0034,ES00061,ES00695,400,1,f,1.16112,0.14159999999999998,1787.4764334110814
LTGES0035,ES00697,ES00063,220,1,f,7.8561000000000005,1.566,491.55601918804734
LTGES0036,ES00066,ES00039,400,1,f,25.59384,3.1212,1787.4764334110814
LTGES0037,ES00041,ES00691,400,1,f,17.7243,2.1614999999999998,1787.4764334110814
LTGES0038,ES00691,ES00693,400,1,f,5.5251600000000005,0.6738,1787.4764334110814
LTGES0039,ES00693,ES00039,400,1,f,14.518920000000001,1.7706,1787.4764334110814
LTGES0040a,ES00067,ES00068,400,2,f,11.63826,1.4193,3574.952866822163
LTGES0040b,ES00067,ES00068,400,2,f,11.63826,1.4193,3574.952866822163
LTGES0041a,ES00068,ES00069,400,2,f,25.967760000000002,3.1668,3574.952866822163
LTGES0041b,ES00068,ES00069,400,2,f,25.967760000000002,3.1668,3574.952866822163
LTGES0042a,ES00071,ES00072,400,2,f,17.3553,2.1165,3574.952866822163
LTGES0042b,ES00071,ES00072,400,2,f,17.3553,2.1165,3574.952866822163
LTGES0043,ES00073,ES00699,220,1,f,0.6321,0.126,491.55601918804734
LTGES0044,ES00699,ES00775,220,1,f,6.95611,1.3865999999999998,491.55601918804734
LTGES0045,ES00075,ES00076,400,1,f,39.5937,4.828499999999999,1787.4764334110814
LTGES0046a,ES00705,ES00078,220,2,f,1.09865,0.219,983.1120383760947
LTGES0046b,ES00705,ES00078,220,2,f,1.09865,0.219,983.1120383760947
LTGES0047a,ES00704,ES00077,132,2,f,1.387,0.346385,338.37344576665583
LTGES0047b,ES00704,ES00077,132,2,f,1.387,0.346385,338.37344576665583
LTGES0048a,ES00079,ES00702,400,2,f,0.18942,0.0231,3574.952866822163
LTGES0048b,ES00079,ES00702,400,2,f,0.18942,0.0231,3574.952866822163
LTGES0049,ES00080,ES00082,400,1,f,18.939539999999997,2.3097,1787.4764334110814
LTGES0050,ES00083,ES00054,220,1,f,6.99825,1.395,491.55601918804734
LTGES0051,ES00055,ES00084,400,1,f,15.10194,1.8417,1787.4764334110814
LTGES0052,ES00085,ES00055,400,1,f,56.129819999999995,6.8450999999999995,1787.4764334110814
LTGES0053a,ES00917,ES00916,400,2,f,2.09592,0.2556,3574.952866822163
LTGES0053b,ES00917,ES00916,400,2,f,2.09592,0.2556,3574.952866822163
LTGES0054,ES00703,ES00086,220,1,f,4.34343,0.8657999999999999,491.55601918804734
LTGES0055a,ES00087,ES00088,220,2,f,8.63569,1.7214,983.1120383760947
LTGES0055b,ES00087,ES00088,220,2,f,8.63569,1.7214,983.1120383760947
LTGES0056,ES00091,ES00840,220,1,f,5.881539999999999,1.1723999999999999,491.55601918804734
LTGES0057,ES00091,ES00764,220,1,f,0.6321,0.126,491.55601918804734
LTGES0058a,ES00093,ES00094,220,2,f,2.88659,0.5754,983.1120383760947
LTGES0058b,ES00093,ES00094,220,2,f,2.88659,0.5754,983.1120383760947
LTGES0059,ES00095,ES00044,220,1,f,4.3043000000000005,0.858,491.55601918804734
LTGES0060,ES00098,ES01026,400,1,f,12.295079999999999,1.4993999999999998,1787.4764334110814
LTGES0061,ES00099,ES00058,400,1,f,16.95432,2.0676,1787.4764334110814
LTGES0062,ES00098,ES01021,400,1,f,9.73914,1.1877,1787.4764334110814
LTGES0063,ES01021,ES00039,400,1,f,13.9359,1.6994999999999998,1787.4764334110814
LTGES0064a,ES00699,ES00778,220,2,f,8.06078,1.6068,983.1120383760947
LTGES0064b,ES00699,ES00778,220,2,f,8.06078,1.6068,983.1120383760947
LTGES0065a,ES00778,ES00038,220,2,f,24.03184,4.7904,983.1120383760947
LTGES0065b,ES00778,ES00038,220,2,f,24.03184,4.7904,983.1120383760947
LTGES0066a,ES00044,ES00038,220,2,f,4.5872399999999995,0.9144,983.1120383760947
LTGES0066b,ES00044,ES00038,220,2,f,4.5872399999999995,0.9144,983.1120383760947
LTGES0067a,ES00100,ES00101,220,2,f,1.46587,0.2922,983.1120383760947
LTGES0067b,ES00100,ES00101,220,2,f,1.46587,0.2922,983.1120383760947
LTGES0068,ES00102,ES00103,220,1,f,6.15846,1.2276,491.55601918804734
LTGES0069a,ES00105,ES00883,220,2,f,3.09428,0.6167999999999999,983.1120383760947
LTGES0069b,ES00105,ES00883,220,2,f,3.09428,0.6167999999999999,983.1120383760947
LTGES0070,ES00106,ES00052,220,1,f,2.3748899999999997,0.4734,491.55601918804734
LTGES0071,ES00107,ES00059,220,1,f,7.63035,1.5210000000000001,491.55601918804734
LTGES0072,ES00108,ES00107,220,1,f,7.660449999999999,1.527,491.55601918804734
LTGES0073,ES00109,ES00982,220,1,f,10.73667,2.1402,491.55601918804734
LTGES0074,ES00055,ES00695,400,1,f,9.6678,1.1789999999999998,1787.4764334110814
LTGES0075,ES00694,ES00729,400,1,f,13.997399999999999,1.7069999999999999,1787.4764334110814
LTGES0076,ES00055,ES00041,400,1,f,12.4353,1.5165,1787.4764334110814
LTGES0077,ES00055,ES00089,400,1,f,9.08724,1.1081999999999999,1787.4764334110814
LTGES0078a,ES00111,ES00055,400,2,f,5.61126,0.6842999999999999,3574.952866822163
LTGES0078b,ES00111,ES00055,400,2,f,5.61126,0.6842999999999999,3574.952866822163
LTGES0079,ES00112,ES00054,220,1,f,34.17253,6.8118,491.55601918804734
LTGES0080,ES00710,ES00730,400,1,f,19.3725,2.3625,1787.4764334110814
LTGES0081,ES00114,ES00116,220,1,f,0.73143,0.1458,491.55601918804734
LTGES0082a,ES00114,ES00116,220,2,f,0.7826,0.156,983.1120383760947
LTGES0082b,ES00114,ES00116,220,2,f,0.7826,0.156,983.1120383760947
LTGES0083a,ES00116,ES00119,220,2,f,0.54782,0.1092,983.1120383760947
LTGES0083b,ES00116,ES00119,220,2,f,0.54782,0.1092,983.1120383760947
LTGES0084,ES00115,ES00264,400,1,f,10.7625,1.3125,1787.4764334110814
LTGES0085a,ES00116,ES00117,220,2,f,0.55986,0.1116,983.1120383760947
LTGES0085b,ES00116,ES00117,220,2,f,0.55986,0.1116,983.1120383760947
LTGES0086,ES00115,ES00122,400,1,f,6.09588,0.7434000000000001,1787.4764334110814
LTGES0087a,ES00124,ES00126,400,2,f,17.967840000000002,2.1912000000000003,3574.952866822163
LTGES0087b,ES00124,ES00126,400,2,f,17.967840000000002,2.1912000000000003,3574.952866822163
LTGES0088,ES00043,ES00079,400,1,f,17.4414,2.1270000000000002,1787.4764334110814
LTGES0089,ES00079,ES00698,400,1,f,0.50922,0.062099999999999995,1787.4764334110814
LTGES0090,ES00711,ES00128,400,1,f,20.41554,2.4896999999999996,1787.4764334110814
LTGES0091,ES00127,ES00131,220,1,f,24.58267,4.9002,491.55601918804734
LTGES0092,ES00041,ES00685,400,1,f,52.100339999999996,6.3537,1787.4764334110814
LTGES0093a,ES00040,ES00132,220,2,f,8.62967,1.7202,983.1120383760947
LTGES0093b,ES00040,ES00132,220,2,f,8.62967,1.7202,983.1120383760947
LTGES0094,ES00041,ES00128,400,1,f,52.80636,6.4398,1787.4764334110814
LTGES0095,ES00728,ES00729,400,1,f,4.03932,0.49260000000000004,1787.4764334110814
LTGES0096,ES00729,ES00041,400,1,f,6.8806199999999995,0.8391,1787.4764334110814
LTGES0098,ES00719,ES00718,220,1,f,1.24915,0.249,491.55601918804734
LTGES0099,ES00718,ES00720,220,1,f,1.12574,0.22440000000000002,491.55601918804734
LTGES0100,ES00135,ES00066,400,1,f,15.616079999999998,1.9043999999999999,1787.4764334110814
LTGES0101a,ES00066,ES00137,400,2,f,2.19186,0.2673,3574.952866822163
LTGES0101b,ES00066,ES00137,400,2,f,2.19186,0.2673,3574.952866822163
LTGES0105,ES00140,ES00086,220,1,f,9.56879,1.9074,491.55601918804734
LTGES0106,ES00054,ES00060,220,1,f,13.000189999999998,2.5913999999999997,491.55601918804734
LTGES0107,ES00054,ES01147,220,1,f,25.25089,5.033399999999999,491.55601918804734
LTGES0108a,ES00136,ES00141,220,2,f,1.92038,0.3828,983.1120383760947
LTGES0108b,ES00136,ES00141,220,2,f,1.92038,0.3828,983.1120383760947
LTGES0109,ES00142,ES00141,220,1,f,7.419649999999999,1.4789999999999999,491.55601918804734
LTGES0110,ES00041,ES00221,400,1,f,55.4484,6.762,1787.4764334110814
LTGES0111a,ES00143,ES00144,220,2,f,4.56617,0.9102,983.1120383760947
LTGES0111b,ES00143,ES00144,220,2,f,4.56617,0.9102,983.1120383760947
LTGES0112a,ES00146,ES00148,400,2,f,0.91266,0.1113,3574.952866822163
LTGES0112b,ES00146,ES00148,400,2,f,0.91266,0.1113,3574.952866822163
LTGES0113a,ES00145,ES00147,220,2,f,1.1167099999999999,0.2226,983.1120383760947
LTGES0113b,ES00145,ES00147,220,2,f,1.1167099999999999,0.2226,983.1120383760947
LTGES0114a,ES00145,ES00149,220,2,f,0.68929,0.1374,983.1120383760947
LTGES0114b,ES00145,ES00149,220,2,f,0.68929,0.1374,983.1120383760947
LTGES0115a,ES00153,ES00135,400,2,f,2.37636,0.2898,3574.952866822163
LTGES0115b,ES00153,ES00135,400,2,f,2.37636,0.2898,3574.952866822163
LTGES0116,ES00753,ES00154,220,1,f,3.17856,0.6336,491.55601918804734
LTGES0117,ES01009,ES00155,220,1,f,2.8986300000000003,0.5778,491.55601918804734
LTGES0118,ES00159,ES00819,400,1,f,34.33914,4.1876999999999995,1787.4764334110814
LTGES0119,ES00160,ES00158,220,1,f,0.64113,0.1278,491.55601918804734
LTGES0120a,ES00159,ES00069,400,2,f,10.56078,1.2879,3574.952866822163
LTGES0120b,ES00159,ES00069,400,2,f,10.56078,1.2879,3574.952866822163
LTGES0121,ES00161,ES00966,220,1,f,6.8778500000000005,1.371,491.55601918804734
LTGES0122,ES00162,ES00164,220,1,f,2.57656,0.5136000000000001,491.55601918804734
LTGES0123,ES00163,ES01003,400,1,f,8.410739999999999,1.0256999999999998,1787.4764334110814
LTGES0124a,ES00163,ES00723,400,2,f,1.10946,0.13529999999999998,3574.952866822163
LTGES0124b,ES00163,ES00723,400,2,f,1.10946,0.13529999999999998,3574.952866822163
LTGES0125,ES00166,ES00168,220,1,f,2.20332,0.4392,491.55601918804734
LTGES0126a,ES00168,ES00908,220,2,f,22.3041,4.446,983.1120383760947
LTGES0126b,ES00168,ES00908,220,2,f,22.3041,4.446,983.1120383760947
LTGES0127a,ES00908,ES01057,220,2,f,4.43674,0.8844,983.1120383760947
LTGES0127b,ES00908,ES01057,220,2,f,4.43674,0.8844,983.1120383760947
LTGES0128a,ES01057,ES00907,220,2,f,15.411200000000001,3.072,983.1120383760947
LTGES0128b,ES01057,ES00907,220,2,f,15.411200000000001,3.072,983.1120383760947
LTGES0129,ES00166,ES00168,220,1,f,2.23643,0.4458,491.55601918804734
LTGES0130a,ES00168,ES00909,220,2,f,5.776190000000001,1.1514,983.1120383760947
LTGES0130b,ES00168,ES00909,220,2,f,5.776190000000001,1.1514,983.1120383760947
LTGES0131,ES00166,ES00168,220,1,f,2.21837,0.4422,491.55601918804734
LTGES0132,ES00727,ES00725,220,1,f,2.1581699999999997,0.43019999999999997,491.55601918804734
LTGES0133a,ES00021,ES00159,400,2,f,45.39438,5.5359,3574.952866822163
LTGES0133b,ES00021,ES00159,400,2,f,45.39438,5.5359,3574.952866822163
LTGES0134,ES00168,ES00160,220,1,f,0.68929,0.1374,491.55601918804734
LTGES0135,ES00725,ES00169,220,1,f,12.6721,2.526,491.55601918804734
LTGES0136a,ES00153,ES00171,400,2,f,16.32948,1.9913999999999998,3574.952866822163
LTGES0136b,ES00153,ES00171,400,2,f,16.32948,1.9913999999999998,3574.952866822163
LTGES0137,ES00884,ES00752,400,1,f,5.97288,0.7284,1787.4764334110814
LTGES0138a,ES00173,ES00101,220,2,f,4.86416,0.9696,983.1120383760947
LTGES0138b,ES00173,ES00101,220,2,f,4.86416,0.9696,983.1120383760947
LTGES0139a,ES00176,ES00130,400,2,f,6.55344,0.7992,3574.952866822163
LTGES0139b,ES00176,ES00130,400,2,f,6.55344,0.7992,3574.952866822163
LTGES0140a,ES00175,ES00129,220,2,f,8.01864,1.5984,983.1120383760947
LTGES0140b,ES00175,ES00129,220,2,f,8.01864,1.5984,983.1120383760947
LTGES0141a,ES00130,ES00089,400,2,f,33.106680000000004,4.0374,3574.952866822163
LTGES0141b,ES00130,ES00089,400,2,f,33.106680000000004,4.0374,3574.952866822163
LTGES0142a,ES00129,ES00088,220,2,f,40.50858,8.0748,983.1120383760947
LTGES0142b,ES00129,ES00088,220,2,f,40.50858,8.0748,983.1120383760947
LTGES0143,ES00731,ES00696,220,1,f,24.97698,4.9788,491.55601918804734
LTGES0144,ES00163,ES00177,400,1,f,22.019460000000002,2.6853000000000002,1787.4764334110814
LTGES0145,ES00163,ES00734,400,1,f,2.8781999999999996,0.351,1787.4764334110814
LTGES0146,ES00162,ES00739,220,1,f,1.04447,0.2082,491.55601918804734
LTGES0147a,ES00179,ES00181,400,2,f,21.616020000000002,2.6361,3574.952866822163
LTGES0147b,ES00179,ES00181,400,2,f,21.616020000000002,2.6361,3574.952866822163
LTGES0148a,ES00735,ES00182,400,2,f,1.2619799999999999,0.15389999999999998,3574.952866822163
LTGES0148b,ES00735,ES00182,400,2,f,1.2619799999999999,0.15389999999999998,3574.952866822163
LTGES0149a,ES00185,ES00736,220,2,f,3.4013,0.678,983.1120383760947
LTGES0149b,ES00185,ES00736,220,2,f,3.4013,0.678,983.1120383760947
LTGES0150a,ES00185,ES00751,220,2,f,1.4297499999999999,0.285,983.1120383760947
LTGES0150b,ES00185,ES00751,220,2,f,1.4297499999999999,0.285,983.1120383760947
LTGES0151a,ES00186,ES00190,400,2,f,2.56824,0.3132,3574.952866822163
LTGES0151b,ES00186,ES00190,400,2,f,2.56824,0.3132,3574.952866822163
LTGES0152a,ES00180,ES00185,220,2,f,9.23167,1.8402,983.1120383760947
LTGES0152b,ES00180,ES00185,220,2,f,9.23167,1.8402,983.1120383760947
LTGES0153a,ES00822,ES00776,220,2,f,2.54646,0.5076,983.1120383760947
LTGES0153b,ES00822,ES00776,220,2,f,2.54646,0.5076,983.1120383760947
LTGES0154a,ES00191,ES00192,220,2,f,5.85746,1.1676,983.1120383760947
LTGES0154b,ES00191,ES00192,220,2,f,5.85746,1.1676,983.1120383760947
LTGES0155,ES00194,ES00196,400,1,f,19.70952,2.4036,1787.4764334110814
LTGES0156,ES00193,ES00197,220,1,f,4.226039999999999,0.8423999999999999,491.55601918804734
LTGES0157,ES00183,ES00968,220,1,f,5.31566,1.0595999999999999,491.55601918804734
LTGES0158,ES00720,ES00198,220,1,f,1.7728899999999999,0.3534,491.55601918804734
LTGES0159a,ES00056,ES00127,220,2,f,17.65064,3.5183999999999997,983.1120383760947
LTGES0159b,ES00056,ES00127,220,2,f,17.65064,3.5183999999999997,983.1120383760947
LTGES0160,ES00056,ES00112,220,1,f,3.2267200000000003,0.6432,491.55601918804734
LTGES0161,ES00199,ES00200,220,1,f,25.624129999999997,5.107799999999999,491.55601918804734
LTGES0162,ES00200,ES00056,220,1,f,6.84775,1.365,491.55601918804734
LTGES0163a,ES00682,ES00201,220,2,f,1.43878,0.2868,983.1120383760947
LTGES0163b,ES00682,ES00201,220,2,f,1.43878,0.2868,983.1120383760947
LTGES0164,ES00726,ES00204,220,1,f,28.01708,5.5847999999999995,491.55601918804734
LTGES0165a,ES00206,ES00053,400,2,f,3.19554,0.3897,3574.952866822163
LTGES0165b,ES00206,ES00053,400,2,f,3.19554,0.3897,3574.952866822163
LTGES0166a,ES00208,ES00206,400,2,f,40.54818,4.9449000000000005,3574.952866822163
LTGES0166b,ES00208,ES00206,400,2,f,40.54818,4.9449000000000005,3574.952866822163
LTGES0167a,ES00209,ES00881,220,2,f,0.07525,0.015,983.1120383760947
LTGES0167b,ES00209,ES00881,220,2,f,0.07525,0.015,983.1120383760947
LTGES0168a,ES00209,ES00205,220,2,f,3.1424399999999997,0.6264,983.1120383760947
LTGES0168b,ES00209,ES00205,220,2,f,3.1424399999999997,0.6264,983.1120383760947
LTGES0169a,ES00211,ES00206,400,2,f,11.19054,1.3647,3574.952866822163
LTGES0169b,ES00211,ES00206,400,2,f,11.19054,1.3647,3574.952866822163
LTGES0170,ES00212,ES00755,220,1,f,2.99495,0.597,491.55601918804734
LTGES0171,ES00210,ES00213,220,1,f,8.12098,1.6188,491.55601918804734
LTGES0172,ES00974,ES00215,220,1,f,25.287010000000002,5.0406,491.55601918804734
LTGES0173a,ES00740,ES00974,220,2,f,1.10768,0.2208,983.1120383760947
LTGES0173b,ES00740,ES00974,220,2,f,1.10768,0.2208,983.1120383760947
LTGES0174,ES00216,ES00172,220,1,f,1.47791,0.2946,491.55601918804734
LTGES0175,ES00741,ES00106,220,1,f,2.8203699999999996,0.5621999999999999,491.55601918804734
LTGES0176,ES00217,ES00218,220,1,f,12.1604,2.424,491.55601918804734
LTGES0177,ES00742,ES00744,225,1,f,8.831339999999999,1.7604,502.72774689686656
LTGES0178,ES00885,ES00888,220,1,f,8.19623,1.6338,491.55601918804734
LTGES0179,ES00219,ES00205,220,1,f,11.094859999999999,2.2116,491.55601918804734
LTGES0180,ES00098,ES00221,400,1,f,9.60138,1.1709,1787.4764334110814
LTGES0181,ES00220,ES00745,220,1,f,1.5682099999999999,0.3126,491.55601918804734
LTGES0182a,ES00220,ES00222,220,2,f,1.9565,0.39,983.1120383760947
LTGES0182b,ES00220,ES00222,220,2,f,1.9565,0.39,983.1120383760947
LTGES0183,ES00750,ES00043,400,1,f,1.81302,0.2211,1787.4764334110814
LTGES0184,ES00177,ES00043,400,1,f,27.44868,3.3474,1787.4764334110814
LTGES0185,ES00779,ES00226,400,1,f,6.12048,0.7464,1787.4764334110814
LTGES0186,ES00224,ES00043,400,1,f,13.44144,1.6392,1787.4764334110814
LTGES0187a,ES00227,ES00747,220,2,f,0.03311,0.0066,983.1120383760947
LTGES0187b,ES00227,ES00747,220,2,f,0.03311,0.0066,983.1120383760947
LTGES0188,ES00229,ES00004,400,1,f,5.448899999999999,0.6645,1787.4764334110814
LTGES0189,ES00748,ES00223,220,1,f,1.87824,0.3744,491.55601918804734
LTGES0190,ES00224,ES00749,400,1,f,1.22016,0.1488,1787.4764334110814
LTGES0191,ES00761,ES01044,400,1,f,21.74394,2.6517,1787.4764334110814
LTGES0192,ES00230,ES00193,220,1,f,5.0267,1.002,491.55601918804734
LTGES0193,ES00714,ES00025,220,1,f,8.84639,1.7634,491.55601918804734
LTGES0194,ES00054,ES00231,220,1,f,16.4346,3.276,491.55601918804734
LTGES0195a,ES00048,ES00003,220,2,f,6.57986,1.3115999999999999,983.1120383760947
LTGES0195b,ES00048,ES00003,220,2,f,6.57986,1.3115999999999999,983.1120383760947
LTGES0196,ES00346,ES00969,220,1,f,25.57296,5.097599999999999,491.55601918804734
LTGES0197,ES00969,ES00189,220,1,f,0.9421299999999999,0.1878,491.55601918804734
LTGES0198,ES00227,ES00232,220,1,f,2.78124,0.5544,491.55601918804734
LTGES0199,ES00154,ES00754,220,1,f,0.05719,0.0114,491.55601918804734
LTGES0200,ES00154,ES00040,220,1,f,9.52966,1.8996,491.55601918804734
LTGES0201a,ES00872,ES00003,220,2,f,5.42703,1.0818,983.1120383760947
LTGES0201b,ES00872,ES00003,220,2,f,5.42703,1.0818,983.1120383760947
LTGES0202,ES00710,ES00750,400,1,f,6.93966,0.8462999999999999,1787.4764334110814
LTGES0203,ES00730,ES00157,400,1,f,23.04036,2.8097999999999996,1787.4764334110814
LTGES0204a,ES00005,ES00233,220,2,f,1.19196,0.23759999999999998,983.1120383760947
LTGES0204b,ES00005,ES00233,220,2,f,1.19196,0.23759999999999998,983.1120383760947
LTGES0205a,ES00756,ES00005,220,2,f,0.28293999999999997,0.05639999999999999,983.1120383760947
LTGES0205b,ES00756,ES00005,220,2,f,0.28293999999999997,0.05639999999999999,983.1120383760947
LTGES0206a,ES00759,ES00234,220,2,f,1.65249,0.3294,983.1120383760947
LTGES0206b,ES00759,ES00234,220,2,f,1.65249,0.3294,983.1120383760947
LTGES0207,ES00757,ES00236,220,1,f,2.57957,0.5142,491.55601918804734
LTGES0208a,ES00758,ES00238,400,2,f,2.06148,0.2514,3574.952866822163
LTGES0208b,ES00758,ES00238,400,2,f,2.06148,0.2514,3574.952866822163
LTGES0209a,ES00757,ES00237,220,2,f,2.52238,0.5028,983.1120383760947
LTGES0209b,ES00757,ES00237,220,2,f,2.52238,0.5028,983.1120383760947
LTGES0210a,ES00370,ES00761,400,2,f,1.70232,0.20759999999999998,3574.952866822163
LTGES0210b,ES00370,ES00761,400,2,f,1.70232,0.20759999999999998,3574.952866822163
LTGES0211a,ES00767,ES00239,220,2,f,1.74279,0.3474,983.1120383760947
LTGES0211b,ES00767,ES00239,220,2,f,1.74279,0.3474,983.1120383760947
LTGES0212a,ES00760,ES00264,400,2,f,0.6027,0.0735,3574.952866822163
LTGES0212b,ES00760,ES00264,400,2,f,0.6027,0.0735,3574.952866822163
LTGES0213,ES00760,ES00122,400,1,f,16.09086,1.9623,1787.4764334110814
LTGES0214,ES00240,ES00758,400,1,f,17.65788,2.1534,1787.4764334110814
LTGES0215,ES00762,ES00700,400,1,f,5.4612,0.6659999999999999,1787.4764334110814
LTGES0216a,ES00241,ES00242,400,2,f,3.9089400000000003,0.4767,3574.952866822163
LTGES0216b,ES00241,ES00242,400,2,f,3.9089400000000003,0.4767,3574.952866822163
LTGES0217a,ES00242,ES00762,400,2,f,8.92734,1.0887,3574.952866822163
LTGES0217b,ES00242,ES00762,400,2,f,8.92734,1.0887,3574.952866822163
LTGES0218a,ES00241,ES00244,400,2,f,10.747739999999999,1.3107,3574.952866822163
LTGES0218b,ES00241,ES00244,400,2,f,10.747739999999999,1.3107,3574.952866822163
LTGES0219,ES00762,ES00075,400,1,f,11.70222,1.4271,1787.4764334110814
LTGES0220a,ES00159,ES00014,400,2,f,58.65378,7.1529,3574.952866822163
LTGES0220b,ES00159,ES00014,400,2,f,58.65378,7.1529,3574.952866822163
LTGES0221a,ES00248,ES00121,220,3,f,4.04544,0.8063999999999999,1474.6680575641421
LTGES0221b,ES00248,ES00121,220,3,f,4.04544,0.8063999999999999,1474.6680575641421
LTGES0221c,ES00248,ES00121,220,3,f,4.04544,0.8063999999999999,1474.6680575641421
LTGES0222a,ES00247,ES00120,132,3,f,5.1072,1.275456,507.5601686499838
LTGES0222b,ES00247,ES00120,132,3,f,5.1072,1.275456,507.5601686499838
LTGES0222c,ES00247,ES00120,132,3,f,5.1072,1.275456,507.5601686499838
LTGES0223a,ES00247,ES00120,132,3,f,5.1072,1.275456,507.5601686499838
LTGES0223b,ES00247,ES00120,132,3,f,5.1072,1.275456,507.5601686499838
LTGES0223c,ES00247,ES00120,132,3,f,5.1072,1.275456,507.5601686499838
LTGES0224a,ES00250,ES00253,220,2,f,1.58025,0.315,983.1120383760947
LTGES0224b,ES00250,ES00253,220,2,f,1.58025,0.315,983.1120383760947
LTGES0225a,ES00249,ES00252,132,2,f,1.995,0.498225,338.37344576665583
LTGES0225b,ES00249,ES00252,132,2,f,1.995,0.498225,338.37344576665583
LTGES0226a,ES00253,ES00255,220,2,f,1.07156,0.21359999999999998,983.1120383760947
